# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  2 15:42:12 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
Kepler-553 b,Kepler-553,1,2,4.03046700000,0.00000180000,-0.00000180000,0,4.74139884,0.17934369,-0.12329879,0,0.42300000,0.01600000,-0.01100000,0,,5191.00,76.00,-78.00,0,0.902000,0.026000,-0.021000,0,-0.27084,0.03201,-0.03456,0
Kepler-553 c,Kepler-553,1,2,328.24017000000,0.00039000000,-0.00040000000,0,11.57887706,0.35868738,-0.28022452,0,1.03300000,0.03200000,-0.02500000,0,,5191.00,76.00,-78.00,0,0.902000,0.026000,-0.021000,0,-0.27084,0.03201,-0.03456,0
Kepler-554 b,Kepler-554,1,1,1.90220855600,0.00000041000,-0.00000041000,0,4.29000000,0.27000000,-0.21000000,0,0.38272816,0.02408779,-0.01873495,0,,5447.00,76.54,-66.56,0,0.920000,0.058000,-0.044000,0,-0.11758,,,0
Kepler-555 b,Kepler-555,1,1,16.21775407000,0.00002890000,-0.00002890000,0,2.83000000,0.56000000,-0.29000000,0,0.25247569,0.04995985,-0.02587207,0,,5894.00,117.98,-162.81,0,1.040000,0.206000,-0.104000,0,0.26392,,,0
Kepler-556 b,Kepler-556,1,1,11.72292176000,0.00002381000,-0.00002381000,0,2.24000000,0.20000000,-0.12000000,0,0.19983941,0.01784280,-0.01070568,0,,5740.00,57.53,-49.06,0,0.980000,0.083000,-0.049000,0,-0.04785,,,0
Kepler-557 b,Kepler-557,1,1,3.70598955100,0.00000486700,-0.00000486700,0,2.67000000,0.80000000,-0.38000000,0,0.23820145,0.07137122,-0.03390133,0,,6068.00,151.79,-199.33,0,1.160000,0.348000,-0.162000,0,0.72814,,,0
Kepler-558 b,Kepler-558,1,1,29.00790538000,0.00008906000,-0.00008906000,0,2.37000000,0.17000000,-0.14000000,0,0.21143724,0.01516638,-0.01248996,0,,5242.00,93.27,-66.35,0,0.810000,0.050000,-0.046000,0,-0.38422,,,0
Kepler-559 b,Kepler-559,1,1,17.58752333000,0.00002056000,-0.00002056000,0,3.61000000,0.64000000,-0.36000000,0,0.32206263,0.05709698,-0.03211705,0,,5630.00,200.63,-197.22,0,0.950000,0.168000,-0.092000,0,-0.12141,,,0
Kepler-56 b,Kepler-56,1,3,10.50160000000,0.00110000000,-0.00100000000,0,6.51000000,0.29000000,-0.28000000,0,0.58100000,0.02600000,-0.02500000,0,,4840.00,97.00,-97.00,0,4.230000,0.150000,-0.150000,0,0.90455,0.01832,-0.01913,0
Kepler-56 c,Kepler-56,1,3,21.40239000000,0.00059000000,-0.00062000000,0,9.80000000,0.46000000,-0.46000000,0,0.87400000,0.04100000,-0.04100000,0,,4840.00,97.00,-97.00,0,4.230000,0.150000,-0.150000,0,0.90455,0.01832,-0.01913,0
Kepler-56 d,Kepler-56,1,3,1002.00000000000,5.00000000000,-5.00000000000,0,12.80000000,,,0,1.14000000,,,0,,4819.44,74.95,-74.95,0,4.217990,,,0,0.90455,0.01832,-0.01913,0
Kepler-560 b,Kepler-560,2,1,18.47764449000,0.00001517000,-0.00001517000,0,1.72000000,0.09000000,-0.09000000,0,0.15344812,0.00802926,-0.00802926,0,,3556.00,30.41,-23.60,0,0.330000,0.016000,-0.018000,0,-1.71700,0.08200,-0.07500,0
Kepler-561 b,Kepler-561,1,2,58.36204950000,0.00003229000,-0.00003229000,0,6.96000000,1.21000000,-0.61000000,0,0.62092961,0.10794897,-0.05442055,0,,5646.00,175.40,-189.65,0,0.940000,0.164000,-0.082000,0,-0.17974,,,0
Kepler-561 c,Kepler-561,1,2,5.35016198300,0.00000443500,-0.00000443500,0,2.68000000,0.43000000,-0.25000000,0,0.23909359,0.03836203,-0.02230351,0,,5646.00,175.40,-189.65,0,0.940000,0.164000,-0.082000,0,-0.17974,,,0
Kepler-562 b,Kepler-562,1,1,18.00931443600,0.00000989800,-0.00000989800,0,5.21000000,0.64000000,-0.40000000,0,0.46480507,0.05709698,-0.03568561,0,,5575.00,83.81,-85.33,0,0.900000,0.111000,-0.063000,0,0.01578,,,0
Kepler-563 b,Kepler-563,1,1,22.18432708000,0.00002500000,-0.00002500000,0,3.09000000,0.17000000,-0.20000000,0,0.27567134,0.01516638,-0.01784280,0,,5066.00,80.00,-61.96,0,0.770000,0.038000,-0.048000,0,-0.44389,,,0
Kepler-564 b,Kepler-564,1,1,3.75083228500,0.00000121900,-0.00000121900,0,4.63000000,0.66000000,-0.36000000,0,0.41306093,0.05888126,-0.03211705,0,,5626.00,144.83,-126.35,0,0.920000,0.130000,-0.071000,0,-0.06437,,,0
Kepler-565 b,Kepler-565,1,1,4.24374722600,0.00000293100,-0.00000293100,0,3.64000000,0.51000000,-0.27000000,0,0.32473905,0.04549915,-0.02408779,0,,5735.00,80.65,-75.30,0,0.950000,0.132000,-0.070000,0,-0.05510,,,0
Kepler-566 b,Kepler-566,1,1,18.42794624000,0.00004230000,-0.00004230000,0,2.15000000,0.13000000,-0.13000000,0,0.19181015,0.01159782,-0.01159782,0,,5132.00,59.73,-80.24,0,0.790000,0.041000,-0.042000,0,-0.52379,,,0
Kepler-567 b,Kepler-567,1,1,16.54297375000,0.00004149000,-0.00004149000,0,2.25000000,0.15000000,-0.12000000,0,0.20073156,0.01338210,-0.01070568,0,,5148.00,106.09,-92.59,0,0.790000,0.045000,-0.036000,0,-0.40926,,,0
Kepler-568 b,Kepler-568,1,1,11.02347475000,0.00000765700,-0.00000765700,0,2.26000000,0.08000000,-0.08000000,0,0.20162370,0.00713712,-0.00713712,0,,3768.00,40.66,-39.79,0,0.530000,0.017000,-0.016000,0,-1.33039,0.09103,-0.11531,0
Kepler-569 b,Kepler-569,1,1,34.18890521000,0.00006016000,-0.00006016000,0,3.16000000,0.22000000,-0.17000000,0,0.28191632,0.01962709,-0.01516638,0,,5616.00,66.28,-55.02,0,0.930000,0.065000,-0.046000,0,-0.10661,,,0
Kepler-57 b,Kepler-57,1,2,5.72000000000,,,0,3.13500000,0.09000000,-0.08800000,0,0.27968645,0.00802928,-0.00785085,0,,5187.90,90.80,-90.80,0,0.826000,0.019000,-0.019000,0,-0.34241,,,0
Kepler-57 c,Kepler-57,1,2,11.60000000000,,,0,2.19600000,0.06700000,-0.06500000,0,0.19591434,0.00597735,-0.00579892,0,,5187.90,90.80,-90.80,0,0.826000,0.019000,-0.019000,0,-0.34241,,,0
Kepler-570 b,Kepler-570,1,1,4.30166200300,0.00000310500,-0.00000310500,0,2.45000000,0.34000000,-0.15000000,0,0.21857436,0.03033277,-0.01338210,0,,5496.00,71.37,-88.25,0,0.900000,0.125000,-0.055000,0,-0.29611,,,0
Kepler-571 b,Kepler-571,1,1,4.79859938800,0.00000540300,-0.00000540300,0,2.64000000,0.32000000,-0.17000000,0,0.23552502,0.02854849,-0.01516638,0,,5527.00,75.23,-79.46,0,0.900000,0.109000,-0.054000,0,-0.22253,,,0
Kepler-572 b,Kepler-572,1,1,17.20523483000,0.00002222000,-0.00002222000,0,2.58000000,0.18000000,-0.17000000,0,0.23017218,0.01605852,-0.01516638,0,,5212.00,89.47,-77.65,0,0.790000,0.052000,-0.051000,0,-0.43426,,,0
Kepler-573 b,Kepler-573,1,1,22.18329658000,0.00004593000,-0.00004593000,0,2.79000000,0.36000000,-0.23000000,0,0.24890713,0.03211705,-0.02051923,0,,5746.00,59.48,-51.43,0,1.020000,0.131000,-0.083000,0,0.02860,,,0
Kepler-574 b,Kepler-574,1,1,7.65880414000,0.00001346000,-0.00001346000,0,2.39000000,0.33000000,-0.16000000,0,0.21322152,0.02944063,-0.01427424,0,,5612.00,116.01,-108.40,0,0.910000,0.122000,-0.061000,0,-0.21429,,,0
Kepler-575 b,Kepler-575,1,1,9.37891944000,0.00002371000,-0.00002371000,0,2.39000000,0.52000000,-0.21000000,0,0.21322152,0.04639129,-0.01873495,0,,5710.00,114.70,-145.72,0,0.950000,0.125000,-0.078000,0,-0.08379,,,0
Kepler-576 b,Kepler-576,1,1,29.91136794000,0.00009909000,-0.00009909000,0,3.27000000,0.84000000,-0.39000000,0,0.29172986,0.07493978,-0.03479347,0,,5672.00,95.54,-141.61,0,0.970000,0.245000,-0.083000,0,-0.21068,,,0
Kepler-577 b,Kepler-577,1,1,25.69578251000,0.00006320000,-0.00006320000,0,2.55000000,0.38000000,-0.15000000,0,0.22749576,0.03390133,-0.01338210,0,,4984.00,52.11,-41.61,0,0.730000,0.031000,-0.040000,0,-0.55500,,,0
Kepler-578 b,Kepler-578,1,1,1.61688369600,0.00000122800,-0.00000122800,0,2.00000000,0.18000000,-0.22000000,0,0.17842805,0.01605852,-0.01962709,0,,5334.00,117.14,-106.87,0,0.830000,0.068000,-0.052000,0,-0.33690,,,0
Kepler-579 b,Kepler-579,1,1,9.66857723000,0.00001920000,-0.00001920000,0,2.00000000,0.35000000,-0.18000000,0,0.17842805,0.03122491,-0.01605852,0,,5636.00,135.41,-185.60,0,0.960000,0.164000,-0.084000,0,-0.31094,,,0
Kepler-58 b,Kepler-58,1,4,10.21849540000,0.00015000000,-0.00015000000,0,2.78000000,,,0,0.24800000,,,0,,5843.00,,,0,1.030000,,,0,-0.00422,,,0
Kepler-58 c,Kepler-58,1,4,15.57415680000,0.00027000000,-0.00027000000,0,2.86000000,,,0,0.25500000,,,0,,5843.00,,,0,1.030000,,,0,-0.00422,,,0
Kepler-58 d,Kepler-58,1,4,40.10137100000,0.00061200000,-0.00061200000,0,2.94000000,1.40000000,-1.40000000,0,0.26200000,0.12500000,-0.12500000,0,,6099.00,200.00,-200.00,0,1.127000,0.526000,-0.526000,0,-0.00422,,,0
Kepler-58 e,Kepler-58,1,4,4.45814897000,0.00002897000,-0.00002897000,0,1.61000000,0.52000000,-0.22000000,0,0.14363483,0.04639137,-0.01962712,0,,6100.00,193.00,-214.00,0,1.083000,0.350000,-0.150000,0,-0.00422,,,0
Kepler-580 b,Kepler-580,1,1,8.22241965600,0.00000978900,-0.00000978900,0,2.57000000,0.29000000,-0.13000000,0,0.22928004,0.02587207,-0.01159782,0,,4298.00,49.14,-38.09,0,0.640000,0.017000,-0.022000,0,-0.89626,,,0
Kepler-581 b,Kepler-581,1,1,40.60698210000,0.00017440000,-0.00017440000,0,2.63000000,0.56000000,-0.29000000,0,0.23463288,0.04995985,-0.02587207,0,,5772.00,199.71,-191.78,0,1.000000,0.209000,-0.108000,0,-0.16946,,,0
Kepler-582 b,Kepler-582,1,1,18.49235668000,0.00002487000,-0.00002487000,0,3.68000000,0.55000000,-0.34000000,0,0.32830761,0.04906771,-0.03033277,0,,5564.00,218.22,-211.72,0,0.910000,0.134000,-0.083000,0,-0.41418,,,0
Kepler-583 b,Kepler-583,1,1,6.51002530000,0.00001381000,-0.00001381000,0,2.28000000,0.29000000,-0.15000000,0,0.20340798,0.02587207,-0.01338210,0,,5523.00,76.28,-106.08,0,0.910000,0.114000,-0.057000,0,-0.10059,,,0
Kepler-584 b,Kepler-584,1,1,35.18103040000,0.00009392000,-0.00009392000,0,4.21000000,1.59000000,-0.56000000,0,0.37559104,0.14185030,-0.04995985,0,,6195.00,110.21,-104.28,0,1.240000,0.462000,-0.154000,0,0.52004,,,0
Kepler-585 b,Kepler-585,1,1,2.75235975300,0.00000142400,-0.00000142400,0,2.83000000,0.55000000,-0.27000000,0,0.25247569,0.04906771,-0.02408779,0,,5593.00,85.61,-77.08,0,0.930000,0.180000,-0.061000,0,-0.16334,,,0
Kepler-586 b,Kepler-586,1,1,2.10472218400,0.00000091700,-0.00000091700,0,2.79000000,0.36000000,-0.20000000,0,0.24890713,0.03211705,-0.01784280,0,,5575.00,149.33,-103.88,0,0.920000,0.119000,-0.066000,0,-0.14099,,,0
Kepler-587 b,Kepler-587,1,1,10.94027841000,0.00002949000,-0.00002949000,0,2.23000000,0.64000000,-0.17000000,0,0.19894727,0.05709698,-0.01516638,0,,5549.00,77.03,-70.06,0,0.890000,0.123000,-0.064000,0,-0.23792,,,0
Kepler-588 b,Kepler-588,1,1,4.22162535700,0.00000474800,-0.00000474800,0,2.63000000,0.50000000,-0.22000000,0,0.23463288,0.04460701,-0.01962709,0,,5835.00,73.84,-83.13,0,1.000000,0.187000,-0.084000,0,0.20713,,,0
Kepler-589 b,Kepler-589,1,2,16.54964934000,0.00004571000,-0.00004571000,0,2.27000000,0.18000000,-0.12000000,0,0.20251584,0.01605852,-0.01070568,0,,5296.00,61.13,-62.17,0,0.830000,0.057000,-0.040000,0,-0.34669,,,0
Kepler-589 c,Kepler-589,1,2,3.52466011000,,,0,1.11727238,,,0,0.09967654,,,0,,5372.00,160.00,-160.00,0,0.916000,0.194000,-0.129000,0,-0.34669,,,0
Kepler-59 b,Kepler-59,1,2,11.86817070000,0.00036000000,-0.00036000000,0,1.10000000,,,0,0.09800000,,,0,,6074.00,,,0,0.940000,,,0,0.32374,,,0
Kepler-59 c,Kepler-59,1,2,17.98012350000,0.00030000000,-0.00030000000,0,1.98000000,,,0,0.17700000,,,0,,6074.00,,,0,0.940000,,,0,0.32374,,,0
Kepler-590 b,Kepler-590,1,1,5.85296257000,0.00000473600,-0.00000473600,0,4.02000000,1.09000000,-0.50000000,0,0.35864038,0.09724329,-0.04460701,0,,6000.00,107.67,-147.47,0,1.150000,0.311000,-0.140000,0,0.47712,,,0
Kepler-591 b,Kepler-591,1,1,81.16942990000,0.00031990000,-0.00031990000,0,3.39000000,0.55000000,-0.25000000,0,0.30243554,0.04906771,-0.02230351,0,,5677.00,66.16,-71.43,0,0.940000,0.128000,-0.062000,0,-0.07800,,,0
Kepler-592 b,Kepler-592,1,1,2.82019240800,0.00000379000,-0.00000379000,0,2.39000000,0.58000000,-0.25000000,0,0.21322152,0.05174413,-0.02230351,0,,5913.00,83.30,-74.23,0,1.040000,0.251000,-0.100000,0,0.18506,,,0
Kepler-593 b,Kepler-593,1,1,21.21708973000,0.00005927000,-0.00005927000,0,2.87000000,0.69000000,-0.29000000,0,0.25604425,0.06155768,-0.02587207,0,,5967.00,96.47,-113.06,0,1.100000,0.263000,-0.109000,0,0.07929,,,0
Kepler-594 b,Kepler-594,1,1,13.64618192000,0.00003489000,-0.00003489000,0,2.18000000,0.22000000,-0.15000000,0,0.19448657,0.01962709,-0.01338210,0,,5485.00,80.49,-94.00,0,0.870000,0.082000,-0.057000,0,-0.19321,,,0
Kepler-595 b,Kepler-595,1,2,25.30290920000,0.00000600000,-0.00000600000,0,3.70800000,0.01000000,-0.01000000,0,0.33080560,0.00089214,-0.00089214,0,,5138.50,60.81,-60.81,0,0.821000,0.242000,-0.242000,0,-0.34768,,,0
Kepler-595 c,Kepler-595,1,2,12.38602000000,0.00000500000,-0.00000500000,0,1.00900000,0.02400000,-0.02400000,0,0.09001695,0.00214114,-0.00214114,0,,5138.50,60.81,-60.81,0,0.821000,0.242000,-0.242000,0,-0.34768,,,0
Kepler-596 b,Kepler-596,1,1,21.30022655000,0.00004193000,-0.00004193000,0,3.46000000,1.63000000,-0.47000000,0,0.30868052,0.14541886,-0.04193059,0,,6267.00,109.70,-108.73,0,1.320000,0.623000,-0.180000,0,0.31445,,,0
Kepler-597 b,Kepler-597,1,1,13.02365861000,0.00002728000,-0.00002728000,0,2.37000000,0.33000000,-0.13000000,0,0.21143724,0.02944063,-0.01159782,0,,5683.00,69.29,-59.31,0,0.950000,0.060000,-0.047000,0,-0.03340,,,0
Kepler-598 b,Kepler-598,1,2,3.70175428000,0.00000971200,-0.00000971200,0,1.50000000,0.12000000,-0.09000000,0,0.13382104,0.01070568,-0.00802926,0,,5307.00,87.96,-72.88,0,0.860000,0.063000,-0.045000,0,-0.25753,,,0
Kepler-598 c,Kepler-598,1,2,86.49450000000,,,0,3.02420941,,,0,0.26980189,,,0,,5245.00,74.00,-74.00,0,0.900316,,,0,-0.25753,,,0
Kepler-599 b,Kepler-599,1,1,15.65562652000,0.00003161000,-0.00003161000,0,2.84000000,0.15000000,-0.32000000,0,0.25336783,0.01338210,-0.02854849,0,,5127.00,78.75,-90.28,0,0.790000,0.040000,-0.036000,0,-0.52232,,,0
Kepler-6 b,Kepler-6,1,1,3.23469960000,0.00000040000,-0.00000040000,0,14.61653600,0.20176200,-0.36989700,0,1.30400000,0.01800000,-0.03300000,0,,5647.00,44.00,-44.00,0,1.391000,0.017000,-0.034000,0,0.18916,0.00959,-0.01848,0
Kepler-60 b,Kepler-60,1,3,7.13340000000,0.00010000000,-0.00010000000,0,1.71000000,0.13000000,-0.13000000,0,0.15255598,0.01159782,-0.01159782,0,,5905.00,144.00,-144.00,0,1.257000,0.094000,-0.094000,0,0.36906,,,0
Kepler-60 c,Kepler-60,1,3,8.91870000000,0.00020000000,-0.00020000000,0,1.90000000,0.15000000,-0.15000000,0,0.16950665,0.01338210,-0.01338210,0,,5905.00,144.00,-144.00,0,1.257000,0.094000,-0.094000,0,0.36906,,,0
Kepler-60 d,Kepler-60,1,3,11.89810000000,0.00020000000,-0.00020000000,0,1.99000000,0.16000000,-0.16000000,0,0.17753591,0.01427424,-0.01427424,0,,5905.00,144.00,-144.00,0,1.257000,0.094000,-0.094000,0,0.36906,,,0
Kepler-600 b,Kepler-600,1,1,23.67517607000,0.00005668000,-0.00005668000,0,2.90000000,0.21000000,-0.39000000,0,0.25872067,0.01873495,-0.03479347,0,,5279.00,104.56,-92.37,0,0.810000,0.059000,-0.057000,0,-0.33922,,,0
Kepler-601 b,Kepler-601,1,1,5.37886844100,0.00000726800,-0.00000726800,0,1.90000000,0.27000000,-0.18000000,0,0.16950665,0.02408779,-0.01605852,0,,5160.00,61.57,-46.75,0,0.790000,0.019000,-0.021000,0,-0.42817,,,0
Kepler-602 b,Kepler-602,1,1,15.28469497000,0.00006919000,-0.00006919000,0,2.09000000,0.65000000,-0.32000000,0,0.18645731,0.05798912,-0.02854849,0,,6062.00,218.54,-238.63,0,1.130000,0.351000,-0.171000,0,0.32624,,,0
Kepler-603 b,Kepler-603,1,3,21.05358596000,0.00008943000,-0.00008943000,0,2.65000000,0.59000000,-0.26000000,0,0.23641716,0.05263627,-0.02319565,0,,5808.00,90.04,-142.55,0,1.010000,0.225000,-0.098000,0,0.39156,,,0
Kepler-603 c,Kepler-603,1,3,127.90757740000,0.00049990000,-0.00049990000,0,6.50000000,1.48000000,-0.62000000,0,0.57989116,0.13203676,-0.05531270,0,,5808.00,90.04,-142.55,0,1.010000,0.225000,-0.098000,0,0.39156,,,0
Kepler-603 d,Kepler-603,1,3,6.21712920000,0.00004234000,-0.00004234000,0,1.32000000,0.25000000,-0.13000000,0,0.11776251,0.02230351,-0.01159782,0,,5808.00,90.04,-142.55,0,1.010000,0.225000,-0.098000,0,0.39156,,,0
Kepler-604 b,Kepler-604,1,1,25.85501786000,0.00009434000,-0.00009434000,0,2.59000000,0.49000000,-0.27000000,0,0.23106432,0.04371487,-0.02408779,0,,5890.00,174.40,-159.73,0,1.030000,0.192000,-0.108000,0,0.09179,,,0
Kepler-605 b,Kepler-605,1,2,3.38353806600,0.00000511000,-0.00000511000,0,1.44000000,0.17000000,-0.09000000,0,0.12846820,0.01516638,-0.00802926,0,,5462.00,67.28,-73.73,0,0.880000,0.096000,-0.051000,0,-0.24849,,,0
Kepler-605 c,Kepler-605,1,2,2.35895151500,0.00000836700,-0.00000836700,0,0.86000000,0.11000000,-0.06000000,0,0.07672406,0.00981354,-0.00535284,0,,5462.00,67.28,-73.73,0,0.880000,0.096000,-0.051000,0,-0.24849,,,0
Kepler-606 b,Kepler-606,1,1,24.31575992000,0.00007998000,-0.00007998000,0,3.31000000,1.27000000,-0.51000000,0,0.29529842,0.11330181,-0.04549915,0,,6161.00,194.78,-227.56,0,1.220000,0.451000,-0.182000,0,0.25434,,,0
Kepler-607 b,Kepler-607,1,2,0.63816320400,0.00000167800,-0.00000167800,0,0.87000000,0.06000000,-0.07000000,0,0.07761620,0.00535284,-0.00624498,0,,5196.00,94.48,-118.36,0,0.800000,0.048000,-0.044000,0,-0.38192,,,0
Kepler-607 c,Kepler-607,1,2,39.67679977000,,,0,2.76001201,,,0,0.24623220,,,0,,5244.00,203.00,-184.00,0,0.888000,0.197000,-0.131000,0,-0.38192,,,0
Kepler-608 b,Kepler-608,1,1,6.41251503700,0.00000541600,-0.00000541600,0,3.64000000,0.72000000,-0.44000000,0,0.32473905,0.06423410,-0.03925417,0,,5820.00,226.58,-187.94,0,1.010000,0.199000,-0.113000,0,0.04113,,,0
Kepler-609 b,Kepler-609,1,1,6.52121066600,0.00000864100,-0.00000864100,0,3.35000000,1.07000000,-0.44000000,0,0.29886698,0.09545901,-0.03925417,0,,5971.00,125.14,-171.10,0,1.140000,0.351000,-0.145000,0,0.06548,,,0
Kepler-61 b,Kepler-61,1,1,59.87756000000,0.00020000000,-0.00020000000,0,2.15000000,0.13000000,-0.13000000,0,0.19200000,0.01200000,-0.01200000,0,K7 V,4017.00,68.00,-150.00,0,0.620000,0.020000,-0.050000,0,-0.97062,0.04980,-0.05626,0
Kepler-610 b,Kepler-610,1,2,6.99692655400,0.00000558600,-0.00000558600,0,4.19000000,1.16000000,-0.45000000,0,0.37380676,0.10348827,-0.04014631,0,,5943.00,91.96,-127.26,0,1.130000,0.312000,-0.120000,0,-0.11034,,,0
Kepler-610 c,Kepler-610,1,2,151.86392000000,0.00111800000,-0.00111800000,0,3.30000000,0.84000000,-0.37000000,0,0.29440628,0.07493978,-0.03300919,0,,5943.00,91.96,-127.26,0,1.130000,0.312000,-0.120000,0,-0.11034,,,0
Kepler-611 b,Kepler-611,1,1,2.43703330200,0.00000502500,-0.00000502500,0,1.65000000,0.51000000,-0.15000000,0,0.14720314,0.04549915,-0.01338210,0,,5761.00,64.93,-69.42,0,1.010000,0.243000,-0.086000,0,0.38338,,,0
Kepler-612 b,Kepler-612,1,1,3.72215641300,0.00000376300,-0.00000376300,0,2.84000000,0.66000000,-0.27000000,0,0.25336783,0.05888126,-0.02408779,0,,5693.00,92.70,-129.13,0,0.960000,0.170000,-0.077000,0,0.30512,,,0
Kepler-613 b,Kepler-613,1,1,15.77979614000,0.00004258000,-0.00004258000,0,2.29000000,0.40000000,-0.17000000,0,0.20430012,0.03568561,-0.01516638,0,,5723.00,68.68,-67.42,0,0.960000,0.165000,-0.071000,0,-0.05698,,,0
Kepler-614 b,Kepler-614,1,1,14.03491514000,0.00002597000,-0.00002597000,0,2.39000000,0.20000000,-0.17000000,0,0.21322152,0.01784280,-0.01516638,0,,5268.00,186.36,-125.95,0,0.810000,0.067000,-0.050000,0,-0.41844,,,0
Kepler-615 b,Kepler-615,1,1,10.35584657000,0.00001854000,-0.00001854000,0,1.74000000,0.09000000,-0.10000000,0,0.15523240,0.00802926,-0.00892140,0,,4655.00,41.24,-43.29,0,0.690000,0.026000,-0.038000,0,-0.69500,,,0
Kepler-616 b,Kepler-616,1,3,9.99761851000,0.00002138000,-0.00002138000,0,2.43000000,0.33000000,-0.20000000,0,0.21679008,0.02944063,-0.01784280,0,,5753.00,133.18,-101.52,0,0.970000,0.132000,-0.076000,0,-0.11149,,,0
Kepler-616 c,Kepler-616,1,3,90.41135560000,0.00045220000,-0.00045220000,0,3.41000000,0.57000000,-0.30000000,0,0.30421982,0.05085199,-0.02676421,0,,5753.00,133.18,-101.52,0,0.970000,0.132000,-0.076000,0,-0.11149,,,0
Kepler-616 d,Kepler-616,1,3,51.06740189000,,,0,2.65300000,,,0,0.23668521,,,0,,6004.00,181.00,-199.00,0,0.977000,0.302000,-0.101000,0,-0.11149,,,0
Kepler-617 b,Kepler-617,1,1,1.68269614800,0.00000111200,-0.00000111200,0,1.32000000,0.07000000,-0.07000000,0,0.11776251,0.00624498,-0.00624498,0,M1 V,3712.00,33.92,-33.35,0,0.480000,0.024000,-0.026000,0,-1.30507,0.09037,-0.11425,0
Kepler-618 b,Kepler-618,1,1,3.59576964500,0.00000882000,-0.00000882000,0,2.60000000,0.78000000,-0.41000000,0,0.23195646,0.06958694,-0.03657775,0,,5860.00,67.09,-79.66,0,1.080000,0.325000,-0.113000,0,0.17320,,,0
Kepler-619 b,Kepler-619,1,3,5.40427219700,0.00000555000,-0.00000555000,0,3.16000000,0.65000000,-0.31000000,0,0.28191632,0.05798912,-0.02765635,0,,5980.00,106.44,-113.14,0,1.110000,0.226000,-0.108000,0,-0.04002,,,0
Kepler-619 c,Kepler-619,1,3,1.20846502600,0.00000167400,-0.00000167400,0,1.69000000,0.39000000,-0.17000000,0,0.15077170,0.03479347,-0.01516638,0,,5980.00,106.44,-113.14,0,1.110000,0.226000,-0.108000,0,-0.04002,,,0
Kepler-619 d,Kepler-619,1,3,11.67894236000,0.00002452000,-0.00002452000,0,4.17000000,1.31000000,-0.44000000,0,0.37202312,0.11687057,-0.03925424,0,,6122.00,169.00,-190.00,0,0.964000,0.303000,-0.101000,0,-0.04002,,,0
Kepler-62 b,Kepler-62,1,5,5.71493200000,0.00000900000,-0.00000900000,0,1.31000000,0.04000000,-0.04000000,0,0.11700000,0.00400000,-0.00400000,0,K2 V,4925.00,70.00,-70.00,0,0.640000,0.020000,-0.020000,0,-0.67800,0.04000,-0.04300,0
Kepler-62 c,Kepler-62,1,5,12.44170000000,0.00010000000,-0.00010000000,0,0.54000000,0.03000000,-0.03000000,0,0.04800000,0.00300000,-0.00300000,0,K2 V,4925.00,70.00,-70.00,0,0.640000,0.020000,-0.020000,0,-0.67800,0.04000,-0.04300,0
